id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,Compound Score
44419781,Studio Suite | Business Travel,348430184,Avalon,Annex,43.67127,-79.39461,Entire home/apt,155,2,34,1.86,8.5,308,7.5,0.67077
44429201,Beautiful & Cozy One Bedroom Condo In Yorkville!,354808129,Erin,Annex,43.67142,-79.39487,Entire home/apt,120,30,3,0.17,7,35,2,0.910666667
44429908,Stylish Roncesvalles Private Suite w/ Tech Extras,37415518,Anthony,Roncesvalles,43.64055,-79.43939,Entire home/apt,95,3,37,2.47,1,117,7.5,0.907545946
44430872,Newly Renovated 2nd floor Suite,358865808,Joe,Weston-Pellam Park,43.66801,-79.45752,Entire home/apt,115,3,4,1.08,1,79,4,0.87885
44434249,Zahid's Castle for four guests,358919585,Zahid,Cliffcrest,43.71878,-79.25161,Entire home/apt,60,2,19,0.94,1,0,6,0.856045
44434528,Quiet Midtown Home by the Park,83706136,Joanna,Bridle Path-Sunnybrook-York Mills,43.71938,-79.36485,Entire home/apt,319,5,5,0.32,1,74,4,0.92498
44434883,Luxurious condo in the best location,109180103,Ge,Waterfront Communities-The Island,43.64486,-79.39182,Private room,85,1,63.5,2.47,8.5,0,7.5,0.713016162
44443684,"Beautiful Palmerston Blvd, Unique 1 Bedroom",84721968,Hyla,Palmerston-Little Italy,43.65953,-79.41193,Entire home/apt,90,29,10,0.56,7,321,6,0.82367
44450935,"Penthouse with Balcony, Stunning View! (301)",255601789,Ali,Dovercourt-Wallace Emerson-Junction,43.66139,-79.44267,Entire home/apt,67,28,20,1.03,8.5,341,1,0.81145
44451010,Brand new stylish Apartment (202),255601789,Ali,Dovercourt-Wallace Emerson-Junction,43.66353,-79.4434,Entire home/apt,59,28,13,0.68,8.5,189,0,0.755607692
44458267,Spacious downtown condo in Little Italy,40520316,Jack,Palmerston-Little Italy,43.65706,-79.40938,Entire home/apt,206,2,13,0.83,1,67,7.5,0.846138462
1419,Beautiful home in amazing area!,1565,Alexandra,Little Portugal,43.6459,-79.42423,Entire home/apt,319,28,7,0.09,1,0,0,0.741885714
8077,Downtown Harbourfront Private Room,22795,Kathie & Larry,Waterfront Communities-The Island,43.6408,-79.37673,Private room,96,64,63.5,1.11,2,365,0,0.901399401
23691,Queen Bedroom close to downtown,93825,Yohan & Sarah,Briar Hill-Belgravia,43.69805,-79.45411,Private room,72,28,63.5,1.51,2,365,0,0.886869652
27423,Executive Studio Unit- Ideal for One Person,118124,Brent,South Riverdale,43.66884,-79.32725,Entire home/apt,45,64,26,0.18,1,65,0,0.946644
30931,Downtown Toronto - Waterview Condo,22795,Kathie & Larry,Waterfront Communities-The Island,43.64015,-79.37625,Entire home/apt,127,64,1,0.01,2,365,0,0.9389
40456,Downtown- King Size Bed and Parking,174063,Denis,South Parkdale,43.63539,-79.4401,Entire home/apt,100,30,63.5,0.81,4,285,2,0.873761905
41887,Great location,183071,Kyle,Oakridge,43.69464,-79.2852,Entire home/apt,70,28,63.5,1.34,2,333,1,0.776248
43964,Bright entire 2-bedrm basement suite private entry,192364,Mitra,Wexford/Maryvale,43.74922,-79.29188,Private room,100,2,35,0.56,1,361,4,0.828754286
44452,Yonge & Bloor Studio Skyline,195095,Urbano,Rosedale-Moore Park,43.67193,-79.3859,Entire home/apt,119,28,61,0.44,8.5,285,3,0.765360714
44469,Yonge & Bloor 2 Bedroom Apartment,195095,Urbano,Rosedale-Moore Park,43.67129,-79.38634,Private room,79,28,8,0.06,8.5,337,0,0.621157143
45399,Fountain View Studio - Eaton center,195095,Urbano,Bay Street Corridor,43.66123,-79.38336,Entire home/apt,134,28,63.5,0.58,8.5,267,2,0.745508
45453,Yonge & Bloor 2 Bedroom Master,195095,Urbano,Rosedale-Moore Park,43.67128,-79.38422,Private room,99,28,9,0.07,8.5,97,0,0.745377778
45893,Yonge & Bloor Lakeview Master BR,195095,Urbano,Rosedale-Moore Park,43.6718,-79.38488,Private room,86,28,19,0.14,8.5,247,1,0.759223529
50110,Yorkville one bedroom Condo,195095,Urbano,Church-Yonge Corridor,43.66899,-79.38559,Entire home/apt,123,28,57,0.41,8.5,248,1,0.779998113
51616,Large room in trendy King Street West.,237587,John,Niagara,43.64296,-79.40451,Private room,55,64,24,0.35,1,0,0,0.7791625
64635,Furnished Heritage Rooms Downtown 2,304551,Kintoo,Niagara,43.64482,-79.40897,Private room,45,58,11,0.09,7,251,0,0.8814
64641,Furnished Heritage Rooms Downtown,304551,Kintoo,Niagara,43.64453,-79.40736,Private room,40,58,18,0.13,7,252,1,0.9049
65238,Zen South Facing Bedroom in Quiet Art-Filled Home,318911,Magali,Palmerston-Little Italy,43.65863,-79.42543,Private room,79,28,63.5,0.52,1,340,0,0.887120968
69464,Yonge & Bloor one bedroom Condo,195095,Urbano,Church-Yonge Corridor,43.66949,-79.38384,Entire home/apt,125,28,56,0.42,8.5,265,0,0.755907143
71118,Furnished Downtown Loft Suite,304551,Kintoo,Niagara,43.64605,-79.4069,Private room,60,58,11,0.08,7,271,0,0.903190909
75051,"GreatSpace,Backyard, 5min to Subway",368707,Sandra,Dufferin Grove,43.65767,-79.43242,Entire home/apt,149,28,63.5,2.04,2,35,0,0.919497318
82694,Luxury Hotel Downtown Living !!,431260,Caterina,Niagara,43.64319,-79.40498,Entire home/apt,108,30,29,0.22,1,292,0,0.832096429
84076,A short walk to TIFF,544254,Darryl,Niagara,43.64279,-79.40478,Entire home/apt,120,28,6,0.06,1,0,0,0.89444
84151,North City View DT Apartment,195095,Urbano,Rosedale-Moore Park,43.67138,-79.38424,Entire home/apt,160,28,24,0.19,8.5,311,1,0.610433333
89575,Private bedroom close to downtown,93825,Yohan & Sarah,Briar Hill-Belgravia,43.6978,-79.45415,Private room,62,28,63.5,0.7,2,365,0,0.826958333
96336,John & Bren's Queen West 3 bedroom townhouse,511506,Brenda,Niagara,43.64388,-79.41011,Entire home/apt,239,4,63.5,1.3,1,2,7.5,0.89824031
104096,Hip and modern family-friendly home,349172,Avery,South Riverdale,43.66406,-79.32749,Entire home/apt,175,5,18,0.14,1,127,0,0.958283333
112842,Gorgeous Condo near High Park!!,575127,Micheline,High Park North,43.65703,-79.46719,Entire home/apt,66,64,12,0.1,1,365,0,0.901163636
119441,STYLISH  LAKEVIEW / KING SIZE BED/DOWNTOWN+PARKING,174063,Denis,South Parkdale,43.63737,-79.44022,Entire home/apt,150,28,63.5,0.6,4,361,1,0.841631081
131401,WATERFRONT LUXURY SUITE - DOWNTOWN,604233,WaterfrontExecSuites,Niagara,43.63743,-79.40104,Entire home/apt,59,64,10,0.12,1,232,1,0.58069
146601,Modern 1BR Downtown - Blue Jays Way,436139,Brian,Waterfront Communities-The Island,43.64584,-79.39051,Entire home/apt,103,14,8,0.06,1,74,1,0.8454625
148945,Downtown Toronto Near Lake Ontario,718884,John,Waterfront Communities-The Island,43.64825,-79.36466,Private room,83,7,28,0.22,1,338,1,0.900233333
149420,Bloor West Village 1 Bedroom,666759,Jeannie,High Park-Swansea,43.6466,-79.48742,Entire home/apt,80,28,37,0.32,1,7,1,0.9375
154743,Downtown Yorkville Toronto,744412,Gloria,Church-Yonge Corridor,43.67018,-79.38372,Entire home/apt,76,64,63.5,0.53,1,341,1,0.919860606
182573,Sunlit Separate Entrance Apartment,591649,Melissa,Humewood-Cedarvale,43.68636,-79.42277,Entire home/apt,70,28,25,0.2,2,236,0,0.945952
184784,2 bd Apt at Yonge & Bloor Yorkville,656777,Pere,Church-Yonge Corridor,43.67005,-79.38372,Entire home/apt,199,64,62,0.48,1,216,0,0.925435593
192335,Studio Loft- 2 flr- Liberty Village,140602,Mario,South Parkdale,43.63677,-79.42099,Entire home/apt,85,28,55,0.43,1,0,0,0.819535185
192860,"Modern, Clean & Quiet 2bd @ High Park",533496,Paul,Junction Area,43.66492,-79.47384,Entire home/apt,135,3,63.5,0.87,1,0,5,0.894138318
196584,Spacious 1 Bedroom Suite on Subway Line!,957466,Karen,Oakridge,43.69431,-79.28563,Entire home/apt,79,7,26,0.38,1,222,7,0.934023077
207206,Beautiful Newly Renovated 2BDM Home,1019538,Stefan,Little Portugal,43.6471,-79.4376,Entire home/apt,250,4,19,0.16,2,363,2,0.929044444
209226,Boutique living - King West Central,1028504,Cindy,Niagara,43.63748,-79.41404,Entire home/apt,154,28,38,0.32,1,291,1,0.865002703
224775,"Location, Location downtown Toronto /  Lower Rate",1170217,Frank,Church-Yonge Corridor,43.6619,-79.37727,Private room,80,28,29,0.36,2,227,3,0.866472414
228568,BEST VIEW in the City! Luxury condo,934821,Rob,Cabbagetown-South St.James Town,43.66593,-79.37655,Entire home/apt,230,12,59,0.48,1,57,3,0.831745614
239449,Prime Annex 1 BR +balcony - Work from home!,349772,Steven,Annex,43.66701,-79.40625,Entire home/apt,80,30,27,0.25,1,147,3,0.861804
248940,Basement Apartment perfect for 3,1304211,Nadia,Caledonia-Fairbank,43.68238,-79.46038,Entire home/apt,46,7,63.5,0.65,1,24,7.5,0.76375873
251549,Room in mid-town apartment,1319225,Kathleen,Annex,43.66584,-79.41251,Private room,65,28,19,0.2,1,159,0,0.835515789
266300,FURNISHED ONE-BDRM TORONTO KING W,1396237,Jonathan,Niagara,43.63999,-79.41465,Entire home/apt,105,30,5,0.09,1,0,0,0.97334
288341,Beautiful Victorian Home,1368256,Robert,North St.James Town,43.67098,-79.37434,Entire home/apt,150,7,19,0.18,1,237,3,0.893052632
307726,Boutique Chic at Maple Leaf Square,1108156,Karen,Waterfront Communities-The Island,43.64221,-79.38061,Entire home/apt,85,28,63.5,0.52,1,0,2,0.91467963
309402,"Central, beside subway, indoor pool, shared space",1591140,Christina,Leaside-Bennington,43.70819,-79.37534,Shared room,65,1,63.5,0.91,2,99,7.5,0.864567308
314459,Cosy room by Toronto's Danforth Ave,1615944,Julia,Blake-Jones,43.67739,-79.33599,Private room,31,28,37,0.31,1,0,0,0.938045455
361557,Downtown/Stylish 2 Bdr.   Apt /Garden +Parking,174063,Denis,South Parkdale,43.63557,-79.43999,Entire home/apt,100,28,63.5,0.57,4,67,5,0.820501563
363057,Charming Century House in Beaches,1816495,Katharine,The Beaches,43.67262,-79.30057,Entire home/apt,260,28,2,0.04,2,364,0,0.91715
366973,Spacious Modern Cozy King W Toronto,1015670,Grace,Waterfront Communities-The Island,43.64226,-79.40076,Entire home/apt,319,28,9,0.1,1,358,0,0.910566667
380910,Fab 1 Bdrm Apt Close to Everything,1910540,Les,Danforth,43.67985,-79.34235,Entire home/apt,126,2,49,0.52,1,283,7.5,0.878826531
382186,Downtown Maple Leaf Square Condo,1812059,Petros,Waterfront Communities-The Island,43.64362,-79.38198,Entire home/apt,203,28,15,0.13,1,89,0,0.860486667
390395,SUNNY DBL CORKTOWN BREAKFAST EAST DOWNTOWN,1952926,Sean,Moss Park,43.65612,-79.36054,Private room,60,28,63.5,2.47,1,52,0,0.882505478
394627,Furnished Downtown Studio Suite,304551,Kintoo,University,43.66269,-79.40938,Entire home/apt,45,58,4,0.04,7,312,2,0.844725
401824,Furnished Downtown Studio Suite 1,304551,Kintoo,University,43.66155,-79.40892,Private room,45,58,4,0.04,7,312,0,0.8115
403200,Yonge & Bloor Lakview Bedroom,195095,Urbano,Rosedale-Moore Park,43.67176,-79.38555,Private room,83,28,3,0.03,8.5,311,0,0.798033333
406646,1BR-Close to Don Mills & Eglinton 202,1854872,Nadarajah,Flemingdon Park,43.72054,-79.33524,Private room,45,28,33,0.32,5,292,1,0.736072414
413276,Yonge & Wellesley Prime Downtown Full Apartment,2056128,Robert,Church-Yonge Corridor,43.66429,-79.383,Entire home/apt,220,2,63.5,0.58,2,41,0,0.896370588
415104,Furnished Luxury Condos North York,2064477,David,Willowdale East,43.76127,-79.40824,Entire home/apt,155,30,4,0.12,4,88,0,0.8058
415110,Downtown Furnished Luxury Condo Toronto,2064477,David,Waterfront Communities-The Island,43.64411,-79.39142,Entire home/apt,120,30,1,0.03,4,178,0,0.8889
415111,Luxury Condo North York - Two Bedroom Suite,2064477,David,Willowdale East,43.76292,-79.40878,Entire home/apt,225,30,5,0.15,4,89,0,0.6208
415135,Torontos Entertainment District,2064477,David,Waterfront Communities-The Island,43.64615,-79.39275,Entire home/apt,145,30,2,0.03,4,358,0,0.3982
429943,Super Studio in the Upper Beach,377846,Nick & Nena,East End-Danforth,43.68672,-79.29328,Entire home/apt,61,28,42,0.35,8.5,286,3,0.80935641
436403,"Heritage Home: Massive,  Pool Table,  Home Office",31397994,Mathieu,Moss Park,43.66135,-79.37562,Entire home/apt,158,28,63.5,2.15,5,12,3,0.806590909
449650,Colourful Victorian Semi With Original Artwork and a Piano,1402232,Abigail,South Parkdale,43.64134,-79.43027,Entire home/apt,319,28,63.5,2.47,4,250,0,0.867133597
455640,Charming House in Great Location,591649,Melissa,Humewood-Cedarvale,43.68657,-79.42246,Entire home/apt,140,30,9,0.08,2,0,0,0.9684875
456371,Calming Bedroom 1 - Beaches Toronto,2268652,Julie,Woodbine Corridor,43.67549,-79.3104,Private room,33,30,19,0.2,3,0,0,0.810363158
457588,Furnished Luxury @ The Eaton Centre,1805882,Elisabeth,Church-Yonge Corridor,43.65468687,-79.37985776,Entire home/apt,240,28,7,0.07,3,281,0,0.732057143
462366,Quaint Mid-Town Toronto Guestroom,2297131,Liz,Brookhaven-Amesbury,43.7054,-79.48584,Private room,55,28,33,0.28,1,343,0,0.88037
466650,Spacious Scandinavian Style Home in King West,1039434,Juli,Niagara,43.64322,-79.40293,Entire home/apt,229,10,62,0.53,2,63,1,0.864130645
473827,Designer-inspired Toronto living.,2349264,George / John,Oakwood Village,43.6879,-79.43938,Entire home/apt,115,60,63.5,0.84,1,188,0,0.875824468
495303,Your Home In Toronto,1241161,Danny,Dovercourt-Wallace Emerson-Junction,43.66446,-79.42537,Entire home/apt,106,29,63.5,1,1,90,0,0.829390909
497259,Spacious Modern House in Leslieville w/Parking,2318099,Andjelija,South Riverdale,43.65719,-79.34745,Entire home/apt,250,5,3,0.03,1,235,0,0.945433333
511141,Victorian Charmer in West Queen West,2518222,Katie & Philippe,Little Portugal,43.64731,-79.43029,Entire home/apt,138,28,63.5,1,3,0,0,0.878434286
517709,Bright House with Vegetable Garden,2549053,Nathalie,Trinity-Bellwoods,43.65131,-79.4116,Entire home/apt,225,64,63.5,0.66,1,250,0,0.934594366
526594,Small Dog friendly Apt Garden Free Park EV charger,2588098,Reiner,Willowdale East,43.76651,-79.40411,Entire home/apt,108,28,6,0.05,1,180,0,0.52848
526705,★ High-Tech Authentic Luxurious Loft -Queen West ★,1698603,Kyle,Roncesvalles,43.64264,-79.43215,Entire home/apt,225,16,53,0.45,1,274,1,0.930396226
529227,Little Italy-4 bedroom house,2600229,Orsolya,Palmerston-Little Italy,43.65836,-79.42479,Entire home/apt,295,28,18,0.15,1,94,0,0.928182353
533659,Best View in Downtown 5 Star Luxury,1019968,Roman,Waterfront Communities-The Island,43.63927,-79.38206,Entire home/apt,203,20,63.5,1.34,1,111,7.5,0.843785333
543810,Spacious 1+1 Condo Downtown Toronto,2671905,R.,Waterfront Communities-The Island,43.63942,-79.39216,Entire home/apt,199,28,11,0.11,1,0,0,0.840127273
547777,A Beautiful Funky Toronto Apartment,2692759,Ayelet And Sean,Palmerston-Little Italy,43.66051,-79.42741,Entire home/apt,90,28,3,0.03,1,0,0,0.6553
557915,Furnished Luxury Studio Suite,785826,Sky View,Church-Yonge Corridor,43.65487,-79.37942,Entire home/apt,85,30,3,0.03,8.5,0,0,0.918666667
571429,Chic Upper Beach 3 Bedroom Beauty,377846,Nick & Nena,East End-Danforth,43.68519,-79.29338,Entire home/apt,135,28,32,0.28,8.5,327,2,0.801116667
573892,DOWNTOWN TORONTO LUXURY FURNISHED CORPORATE SUITE,2175675,Frank,Waterfront Communities-The Island,43.64278,-79.37985,Entire home/apt,99,28,63.5,0.71,3,326,0,0.8390675
579918,Luxury Queen West Private Loft,1160065,Vonnell,Niagara,43.63987,-79.42034,Entire home/apt,130,28,13,0.11,1,0,0,0.924661538
593324,Charming Victorian in Leslieville,2929774,Susan,South Riverdale,43.66114,-79.34742,Entire home/apt,115,28,7,0.06,1,0,0,0.8729
602407,Large bedroom with private bathroom,2980659,Nanou,Woodbine Corridor,43.67774,-79.31352,Private room,71,28,40,0.35,1,364,0,0.7724
625877,Calming Bedroom 2 - Beaches Toronto,2268652,Julie,Woodbine Corridor,43.67639,-79.31017,Private room,35,30,17,0.18,3,0,0,0.947111765
625942,Calming Bedroom 3 - Beaches Toronto,2268652,Julie,Woodbine Corridor,43.67739,-79.31034,Private room,37,28,9,0.09,3,0,0,0.924325
638500,3 bdrm on Queen West TO,3178928,Lisa Marie,South Parkdale,43.63907,-79.44036,Entire home/apt,95,28,10,0.12,1,0,0,0.8173
638586,Toronto Downtown near TIFF &  Convention Centre,3186285,Solange,Waterfront Communities-The Island,43.64356,-79.3903,Entire home/apt,200,28,62,0.67,1,358,1,0.802571186
643389,"Bachelor Apt, 2nd flr, South Window",3217095,Mark,South Parkdale,43.63589,-79.42796,Entire home/apt,65,28,3,0.04,1,0,0,0.716066667
643916,Basement apartment (1 bdrm) in lower Junction,574360,Yvonne,Junction Area,43.66308,-79.47795,Entire home/apt,120,28,5,0.05,1,66,0,0.72454
654048,4 Bedroom House in Toronto Spacious Private Clean,3289972,Minoo,Morningside,43.7837,-79.20675,Entire home/apt,240,28,15,0.13,1,363,0,0.89945
655522,Sunny and Charming Apartment,3299954,Basil,Kensington-Chinatown,43.65667,-79.39539,Entire home/apt,85,28,29,0.25,1,0,0,0.838621429
666670,Super Studio in the Upper Beach II,377846,Nick & Nena,East End-Danforth,43.68614,-79.29126,Entire home/apt,57,28,45,0.42,8.5,280,0,0.7831375
674193,"Comfortable, cozy home in convenient mid-town.",3422913,Rosalie,Mount Pleasant West,43.70314,-79.39612,Private room,65,28,63.5,0.87,1,159,2,0.909327778
701230,Authentic Bright Artist's Loft,3587917,Darby,High Park North,43.65873,-79.45336,Entire home/apt,100,28,15,0.14,1,0,0,0.771313333
702286,Beautiful Garden Apt With Porches,3604846,Wies,High Park-Swansea,43.65374,-79.45359,Entire home/apt,137,28,18,0.16,5,306,1,0.784944444
703124,Beautiful large 3 bdrm in High Park Roncesvalles,3604846,Wies,High Park-Swansea,43.65329,-79.45257,Entire home/apt,185,28,23,0.23,5,144,1,0.782747619
703133,2 BDRM 2000SF Executive Suite,3604846,Wies,High Park-Swansea,43.65563,-79.45259,Entire home/apt,165,28,4,0.04,5,199,0,0.8726
728817,Charming Victorian Home,3783106,Jeremy And Monica,Roncesvalles,43.64147,-79.44633,Entire home/apt,319,5,9,0.09,1,89,0,0.9721125
732562,Your Leaside Home Near Sunnybrook,3814089,Liz,Leaside-Bennington,43.71558,-79.36382,Entire home/apt,98,30,63.5,1.71,1,334,4,0.863233951
738252,Newly renov 2 bed lower level/ basement suite,3604846,Wies,High Park-Swansea,43.65597,-79.45258,Entire home/apt,137,28,9,0.08,5,212,0,0.719977778
755263,Furnished Downtown Studio Suite 3,304551,Kintoo,University,43.66229,-79.40904,Private room,45,58,1,0.01,7,311,0,0.994
756619,Winchester Suite /  Large Modern Bedroom Downtown,3982898,Andrew,Cabbagetown-South St.James Town,43.664642,-79.371208,Private room,75,5,56,0.53,3,87,4,0.92327551
762143,Hidden lakeview oasis downtown,4017316,Patricia,Waterfront Communities-The Island,43.63708,-79.39198,Entire home/apt,99,64,6,0.06,1,365,0,0.695816667
762427,"Central, beside subway, indoor pool, entire home",1591140,Christina,Mount Pleasant West,43.70371,-79.39534,Entire home/apt,88,5,49,0.44,2,239,5,0.801659524
771141,Studio Loft/Walk to Eaton Center,4068231,Margaret,Moss Park,43.65802,-79.37108,Entire home/apt,75,28,27,0.25,3,67,2,0.842926923
774352,Ultimate Yorkville Luxury,4085292,Sky Suites,Bay Street Corridor,43.66896,-79.38671,Entire home/apt,200,28,63.5,0.81,2,172,0,0.860786154
775965,T.O West End / Beautiful Loft in High Park,1581404,Jessica Joy,Roncesvalles,43.65212,-79.44969,Entire home/apt,110,28,6,0.09,1,347,1,0.6715
777132,Nice view in uptown Toronto!,1664833,Romain,Don Valley Village,43.77656,-79.35063,Private room,53,1,63.5,1.51,1,170,7.5,0.791028571
779670,Rosedale Furnished Modern 4 Bed House Prking&Yard,4111007,Stephanie,Rosedale-Moore Park,43.67716,-79.38653,Entire home/apt,310,28,1,0.03,1,211,0,0.9888
788710,Luxury Toronto Apartment,844281,Richard,High Park-Swansea,43.64366,-79.45216,Entire home/apt,80,30,2,0.02,1,0,0,0.93025
789266,Walk to Trendy Eateries from a Vibrant Apartment,3921786,Michelle,Junction Area,43.66682,-79.47394,Entire home/apt,139,3,63.5,1.9,1,115,7.5,0.865865591
790887,Yonge & Wellesley Prime Downtown Shared Apartment,2056128,Robert,Church-Yonge Corridor,43.66414,-79.38351,Private room,93,1,63.5,2.47,2,39,7.5,0.862087536
791012,1+ den near CN Tower w/ parking,4167411,Andie,Waterfront Communities-The Island,43.63923,-79.39358,Entire home/apt,130,28,4,0.05,1,0,0,0.9615
794506,Beautiful suite in Downtown Toronto,4186011,Oron,Waterfront Communities-The Island,43.64028,-79.3907,Entire home/apt,122,3,58,0.61,1,48,7.5,0.8182125
796501,Stunning modern bachelor apartment,4195876,Dale,Casa Loma,43.68212,-79.40447,Private room,153,28,63.5,0.88,2,365,0,0.910973333
799800,"LONG-TERM, FEMALES, CLEAN, COZY-AIRPORT P/U POSS.",1786233,Mina,Thistletown-Beaumond Heights,43.73732,-79.5744,Private room,25,28,23,0.21,1,231,0,0.856759091
822085,Beautiful Deluxe Toronto Home,4316883,Scott,Rosedale-Moore Park,43.689,-79.37799,Entire home/apt,319,3,8,0.1,1,322,1,0.8570125
833588,Lovely place in prime Yorkville,4361863,Henry,Annex,43.66943,-79.39085,Entire home/apt,115,28,7,0.07,1,320,1,0.759357143
835116,Comfy 1BD Great Location! Park Free,2019357,Tyrone,South Riverdale,43.66152,-79.34284,Entire home/apt,109,28,22,0.2,1,0,0,0.72307
843521,Forest Hill Village Condo,4403844,Alana,Forest Hill South,43.6898,-79.41314,Entire home/apt,141,28,63.5,1.03,1,0,0,0.811476636
850109,2rm suite (Br+Liv) Fairview Mall 15min to subway H,65479,Irene,Pleasant View,43.77831,-79.33001,Private room,54,28,11,0.11,8.5,280,0,0.83107
850246,Comfy bright room in Toronto @ Don Mills subway Y,65479,Irene,Pleasant View,43.77835,-79.33015,Private room,34,28,5,0.05,8.5,348,0,0.88128
855991,HOTEL ALTERNATIVE accommodation,4477219,Vas,Church-Yonge Corridor,43.65474,-79.37779,Entire home/apt,94,28,11,0.12,4,41,2,0.77934
864104,Chic Downtown Toronto Apartment,4451791,Kojenwa,Palmerston-Little Italy,43.65804,-79.42726,Private room,99,28,15,0.14,2,339,2,0.808266667
864479,Perfect location in Toronto!!!,4536555,Sean,Broadview North,43.68373,-79.35744,Entire home/apt,120,28,4,0.04,1,358,0,0.642925
883109,Your home in the heart of Toronto,4517569,Laurie And Martin,Playter Estates-Danforth,43.68219,-79.35405,Entire home/apt,225,28,6,0.06,1,0,0,0.913883333
892352,Panoramic Views in Huge Loft. Incl. Parking & Pet Friendly.,37326356,Stephen,Kensington-Chinatown,43.64971,-79.39624,Entire home/apt,236,28,63.5,2.34,1,66,3,0.85410795
908807,Great Danforth apt - parking & view,4871479,Jodi,Playter Estates-Danforth,43.67705,-79.36135,Entire home/apt,174,28,63.5,0.62,1,179,0,0.8678
921532,A Tiny Hotel - The Malibu Room,4954899,A Tiny Hotel,Greenwood-Coxwell,43.67698,-79.32201,Private room,50,1,19,2.47,3,58,7.5,0.786263158
921746,West Downtown Toronto Cozy Home,2546728,Jeff,South Parkdale,43.63874,-79.44386,Private room,45,29,21,0.19,2,284,1,0.818409524
950053,PAN AM PENTHOUSE WITH SKYLINE VIEWS,5153529,Adrian,Regent Park,43.65794,-79.35755,Entire home/apt,160,64,10,0.1,2,365,0,0.79533
954475,1 BR-Close to Yonge & Eglinton 101,1854872,Nadarajah,Flemingdon Park,43.72054,-79.33524,Private room,50,28,29,0.26,5,295,1,0.700936364
954935,Furnished 1 Bedroom Appartment,5186386,Kc,South Riverdale,43.66451,-79.33498,Entire home/apt,80,30,27,0.25,1,260,3,0.856392593
955073,YONGE - DUNDAS Fully Furnished,4477219,Vas,Church-Yonge Corridor,43.655,-79.3796,Entire home/apt,60,28,11,0.21,4,0,0,0.574472727
955446,"1 BR DOWNTOWN CONDO, SLEEPS 4 W/PARKING",3272927,Sam,Waterfront Communities-The Island,43.64498,-79.39056,Entire home/apt,115,30,63.5,0.64,1,71,2,0.793046875
956250,Lovely fully detached private house,5066966,Amanda,Dufferin Grove,43.65367,-79.43242,Entire home/apt,319,28,4,0.04,1,0,0,0.9358
959676,Artists 1br Church/Alexander St,5214021,Michael,Church-Yonge Corridor,43.66498,-79.37963,Entire home/apt,85,28,29,0.28,2,251,0,0.797482759
977495,Toronto East End Apart. in Greek Town - Cosy Nest,5348675,Elizabeth,Playter Estates-Danforth,43.68023,-79.36047,Entire home/apt,84,28,8,0.08,1,339,0,0.9470125
985003,None,2396097,Jeff (Jean-Francois),South Riverdale,43.66517,-79.34037,Entire home/apt,85,7,63.5,0.72,1,229,0,0.886087838
985072,Recently Renovated Studio Apartment,1019538,Stefan,Little Portugal,43.64584,-79.43514,Entire home/apt,95,2,63.5,1.79,2,293,7.5,0.826122703
985498,1+ Den - Entertainment District,5407081,Wayne,Waterfront Communities-The Island,43.64421,-79.39108,Entire home/apt,90,64,63.5,2.17,1,1,0,0.869446552
986506,Sunny Danforth Apartment,5413926,Lesley,North Riverdale,43.67629,-79.35824,Entire home/apt,100,30,15,0.2,1,0,2,0.59495
990322,"Fantastic private gem, just like a home.",377962,Coreen,Humewood-Cedarvale,43.68363,-79.42522,Entire home/apt,100,30,27,0.29,3,325,2,0.834715385
1001438,Private bedroom Queen W/Toronto Western Hospital,3131000,Janet,Trinity-Bellwoods,43.64822,-79.40732,Private room,59,28,63.5,1.42,1,135,4,0.934026573
1009656,Bloorcourt Village Apt. longer-term accommodations,5554523,Holly & Chad,Dovercourt-Wallace Emerson-Junction,43.66712,-79.43177,Entire home/apt,125,64,63.5,1.59,1,300,0,0.875901899
1012527,Scandinavian Cottage in the City,5518435,Darya,Niagara,43.64471,-79.41152,Entire home/apt,319,28,3,0.05,1,363,0,0.102933333
1015594,Bachelor Apartment in the Annex,4202607,Wali,Annex,43.67139,-79.41534,Entire home/apt,70,28,25,0.23,1,0,0,0.771336
1022764,Beautiful Davisville Toronto Home,5630548,Daniel,Mount Pleasant East,43.70878,-79.38229,Entire home/apt,319,28,17,0.16,1,365,0,0.688058824
1030061,Modern 1 Bedroom Condo in Entertainment District,1984757,Michelle,Waterfront Communities-The Island,43.64451,-79.39205,Entire home/apt,90,30,24,0.35,1,227,3,0.796779167
1033151,The Great Gerrard - Paris Suite,377846,Nick & Nena,East End-Danforth,43.6809,-79.30485,Entire home/apt,58,28,42,0.39,8.5,213,2,0.8611125
1033162,DOWNTOWN TORONTO LUXURY PENTHOUSE CORPORATE SUITE,2175675,Frank,Waterfront Communities-The Island,43.64285,-79.38026,Entire home/apt,149,28,6,0.06,3,66,0,0.2906
1036076,"Luxury Apt, Garden,small Dog welcome, Ev Charger",4468895,Melanie,Willowdale East,43.76633,-79.40424,Entire home/apt,98,28,30,0.33,1,260,5,0.784896552
1037034,Hip 3bdrm house with yard+garage,5709010,Jode,Dovercourt-Wallace Emerson-Junction,43.66695,-79.42156,Entire home/apt,125,28,58,0.54,1,0,0,0.867633929
