id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,Compound Score
49316609,Penthouse condo in the heart of Toronto,38845135,Joseph,Waterfront Communities-The Island,43.64549,-79.39025,Entire home/apt,166,1,12,1.17,1,76,7.5,0.866191667
49320415,2 bedroom furnished house,361224859,Laleh,Newtonbrook East,43.78802,-79.41097,Entire home/apt,95,3,1,1,1,267,1,0.6801
49321832,Beautiful Condo with free parking and netflixx,365813122,Anita,Waterfront Communities-The Island,43.64348,-79.39684,Private room,246,1,1,0.1,8.5,365,1,0.8746
49321973,Spacious Condo with parking!,365813122,Anita,Niagara,43.64446,-79.40376,Private room,223,1,2,0.29,8.5,363,2,0.92685
49323890,Beautiful Bungalow House 3 Bed 2 Bath w/ Backyard,88806290,Joel,Willowridge-Martingrove-Richview,43.68328,-79.55239,Entire home/apt,245,28,2,0.21,1,365,2,0.93665
49324201,Sheppard-Leslie Walking Distance 1BDRM+Bath,75608217,Stephanie,St.Andrew-Windfields,43.76374,-79.36458,Private room,45,28,4,0.43,3,305,4,0.77485
49325185,Spacious 2 bedroom; lots of natural light downtown,258197415,Ana,Yonge-St.Clair,43.68882,-79.39648,Entire home/apt,93,28,1,0.15,3,295,1,0.8625
49342307,Stunning Executive Home in Fabulous Neighbourhood,5301651,Shelley,Wychwood,43.67847,-79.42611,Entire home/apt,200,28,2,0.26,1,0,2,0.9502
49346057,Toronto Warm Home,200403528,Yauca,Dufferin Grove,43.6536,-79.44019,Entire home/apt,124,1,26,2.47,1,183,7.5,0.512456522
49346127,Homewood Queen Bed Room C03,213612,Shiro,Cabbagetown-South St.James Town,43.66571,-79.37402,Private room,85,28,2,0.25,8.5,359,2,-0.5934
49348435,1 Calm Room in House downtown- Queen St. West,13503433,Adriana,Niagara,43.64217,-79.413,Private room,115,2,11,1.29,2,178,7.5,0.886666667
49349875,Basement suite 1BR/1BA  at Corso Italia!,384388186,Lily And Alec,Corso Italia-Davenport,43.680325,-79.448631,Entire home/apt,67,28,6,0.64,6,264,6,0.571733333
49361167,Trinity Bellwood Studio,33371538,Gail,Trinity-Bellwoods,43.65022,-79.40998,Entire home/apt,75,28,4,0.39,7,28,4,0.832675
49361377,"Beautiful, bright studio with view of the CN Tower",195601066,Casey,Palmerston-Little Italy,43.66036,-79.41149,Entire home/apt,89,1,22,2.47,2,22,7.5,0.930256522
49363973,Stylish & Bright Fully Equipped Unit,6948229,Chantel,Niagara,43.63712,-79.40655,Entire home/apt,236,1,21,2.11,2,136,7.5,0.814315
49377548,"Bright, large, private apartment with king bed",90311387,James,Beechborough-Greenbrook,43.69326,-79.47345,Entire home/apt,119,1,32,2.47,1,170,7.5,0.808688571
49377790,The Office - your kinky getaway in Toronto,122653530,Ana,Lawrence Park South,43.72135,-79.40254,Entire home/apt,220,1,23,2.47,1,74,7.5,0.750786364
49384453,SPACIOUS PRIVATE SUITE W/ BACKYARD (YONGE & FINCH),264934407,Natik,Willowdale West,43.77353,-79.4206,Entire home/apt,131,3,15,1.5,2,327,7.5,0.85628
49402125,"""Stylish and Modern "" 1+1 BR Suite",329507062,Sandra,Mount Pleasant West,43.70781,-79.39449,Entire home/apt,140,64,5,0.47,1,89,5,0.90314
49439744,☁️LUXE PENTHOUSE☁️ 70 STORIES 💎1 OF 1 PENTHOUSE 💎,60144392,AMG Luxe,Waterfront Communities-The Island,43.6409,-79.38297,Entire home/apt,239,2,5,0.78,8.5,174,5,0.824566667
49440365,Luxury Condo downtown  +Parking,398756227,Alexandra,Niagara,43.63962,-79.41588,Entire home/apt,170,1,63.5,2.47,1,73,7.5,0.787654639
49445598,Adorable 1 br Main floor with Patio,259310373,Rafeek,Trinity-Bellwoods,43.64783,-79.41137,Entire home/apt,120,28,1,0.12,3,135,1,0.6808
49446856,COZY & PRIVATE Room in shared basement by Humber,66274966,Payal,West Humber-Clairville,43.726463,-79.585869,Private room,55,28,4,0.43,5,312,4,0.72425
49449292,2+1 Bedrooms with 2 Full Washrooms in Scarborough,398828601,Sunny,Agincourt South-Malvern West,43.77877,-79.28186,Entire home/apt,140,28,2,0.27,2,338,2,0.4813
49479931,Unique Artist's Loft Downtown Toronto,15133763,Michael,Moss Park,43.65349,-79.36838,Entire home/apt,140,3,19,2.04,1,2,7.5,0.855072222
49484236,#2. Comfy Private Room in Condo,354333028,Bennie,Agincourt North,43.80913,-79.25694,Private room,60,28,4,0.48,4,336,4,0.79134
49484467,The Inner Beach House,207841360,Tom And Diana,New Toronto,43.60067,-79.49825,Entire home/apt,319,2,57,2.47,1,71,7.5,0.860359322
49485362,Quite and comfortable basement room,205787540,Ying,Agincourt North,43.800537,-79.28196,Private room,45,28,1,0.16,6,0,1,0.7506
49488054,Entire Condo-King West Luxurious & Spacious 1+Den,23873111,Sarah,Waterfront Communities-The Island,43.64109,-79.40017,Entire home/apt,116,28,2,0.22,1,251,2,0.63375
49488418,Large Private 1BR in shared basement- by Humber,66274966,Payal,West Humber-Clairville,43.72589,-79.58693,Private room,65,28,2,0.25,5,189,2,0.81455
49499378,2-STOREY PENTHOUSE LOFT + TERRACE,47031016,Clayton,Niagara,43.6404,-79.41671,Entire home/apt,111,28,1,0.18,1,265,1,0.9559
49501139,Queen West new&clean house～Free Parking,201100917,Andy,Kensington-Chinatown,43.649483,-79.403145,Entire home/apt,245,1,11,1.05,1,0,7.5,0.869191667
49501707,Trendy King West Suite in the heart of King West!,396395487,Jacqueline,Waterfront Communities-The Island,43.64479,-79.40039,Entire home/apt,135,1,45,2.47,1,167,7.5,0.809609091
49506231,Lux Bright & Sunny 1B Condo + Balcony next2CNTower,63880664,Sugito,Waterfront Communities-The Island,43.641914,-79.382492,Entire home/apt,125,2,46,2.47,8.5,40,7.5,0.76862
49512666,Gorgeous basement Suite near subway (Long stay),137368857,Shaham,Lawrence Park North,43.72602,-79.40464,Entire home/apt,61,28,2,0.27,2,253,2,0.7683
49512794,Room for rent in beautiful Condo  Near Airport,199965010,Amal,West Humber-Clairville,43.72357,-79.61636,Private room,65,1,42,2.47,1,35,7.5,0.74637
49529670,Jungle Room,7895355,T,Little Portugal,43.64849,-79.42792,Entire home/apt,79,28,2,0.29,7,365,2,0.91405
49530332,⭐️ Entire Luxury Condo - CN Tower View + Parking ⭐️,107266947,Ania,Waterfront Communities-The Island,43.64349,-79.3903,Entire home/apt,289,1,26,2.47,2,69,7.5,0.873629167
49531788,4- PARIS ( Upgrated),228148349,Carlos & Vera,Kingsview Village-The Westway,43.69973,-79.55572,Private room,69,1,9,1.62,3,212,7.5,0.359522222
49533421,Entire Fully Furnished Basement Bachelor Apartment,304167639,Mehran,Don Valley Village,43.78229,-79.36557,Entire home/apt,99,3,5,1.27,2,80,5,0.69874
49540119,Luxurious New Modern Studio in Calm Neighborhood,291008441,Rebecca,Bathurst Manor,43.758949,-79.461533,Private room,105,1,57,2.47,2,74,7.5,0.815223214
49543995,Two Bedroom House in the beaches,17298380,Victoria,East End-Danforth,43.67452,-79.3073,Entire home/apt,250,3,7,0.89,1,49,7,0.897871429
49547888,Bright family home on quiet street w/ rooftop deck,139751167,Xing & Ben,Kensington-Chinatown,43.65369,-79.39382,Entire home/apt,131,2,20,2.47,3,9,7.5,0.8059875
49548924,THE BEACH GETAWAY,399729658,Nancy,The Beaches,43.674122,-79.30024,Entire home/apt,150,7,11,1.17,1,146,7.5,0.956754545
49567201,Perfectly located 2 BDRM Downtown Toronto Unit,31025381,Matt,Niagara,43.63764,-79.40421,Entire home/apt,280,1,61,2.47,2,317,7.5,0.787979661
49567733,Huntingwood 1bedrm suite kitchen+bath+laundry+wifi,172550947,HuiJuin,Tam O'Shanter-Sullivan,43.7918,-79.28997,Entire home/apt,44,64,2,0.23,4,352,2,0.66535
49567775,cozy bedrm kitchen bath wifi laundry closet,172550947,HuiJuin,Tam O'Shanter-Sullivan,43.79188,-79.29009,Private room,27,60,1,0.3,4,208,1,0.5574
49570028,Renovated College St. Guest Suite w/ Sep Entrance,116424429,George,Dufferin Grove,43.65278,-79.4378,Entire home/apt,105,1,50,2.47,1,32,7.5,0.852397778
49573016,262-201 Little Italy Large Bedroom,354779562,Kaiyan,Trinity-Bellwoods,43.65134,-79.40941,Private room,60,28,1,0.38,8.5,8,1,0.8658
49573208,262-202 Little Italy Bright Bedroom,354779562,Kaiyan,Palmerston-Little Italy,43.65634,-79.41099,Private room,60,28,2,0.27,8.5,30,2,0.7252
49573939,Elegant Downtown Condo Near CN Tower -FREE Parking,217925839,Emmy,Waterfront Communities-The Island,43.64122,-79.39793,Entire home/apt,182,2,29,2.47,4,151,7.5,0.638976923
49581666,Royal Bohem New Modern Suite Fast Wi-fi Laundry,68018356,Andrea,Old East York,43.69626,-79.31855,Entire home/apt,70,28,2,0.4,1,158,2,0.0599
49590319,Corner High Floor Union Station Scotiabank Arena,194852818,Chaojun,Waterfront Communities-The Island,43.64222,-79.38212,Entire home/apt,135,2,41,2.47,2,40,7.5,0.784528205
49590893,Europa. Private Room In Downtown Near Subway.,229604551,Stanislav,North St.James Town,43.66963,-79.37429,Private room,71,1,47,2.47,3,47,7.5,0.748491304
49593767,High Floor suite w. FREE PARKING near Sick Kids,262595111,Carolyn,Bay Street Corridor,43.661953,-79.386543,Entire home/apt,270,28,2,0.23,8.5,85,2,0.9153
49593894,Coach House lower level one bedroom apt,208496728,Liz Or Sharm,Dovercourt-Wallace Emerson-Junction,43.671288,-79.440002,Entire home/apt,279,28,6,0.67,4,79,6,0.713366667
49594653,Large 1-bedroom mainfloor apartment in The Beach,94526217,Jay (Rex),The Beaches,43.67432,-79.28376,Entire home/apt,100,2,9,1.18,1,130,7.5,0.71325
49595199,Cozy 1BR High Rise with Panoramic Skyline View,43385063,Olivia,Waterfront Communities-The Island,43.63998,-79.39838,Entire home/apt,127,2,63.5,2.47,8.5,35,7.5,0.794462857
49605320,🎖Comfy 1BR/1BA Condo in the heart of downtown!!🎖,384388186,Lily And Alec,Annex,43.669811,-79.394272,Entire home/apt,102,1,37,2.47,6,153,7.5,0.747908571
49606451,Large Bedroom at Dublin St near Lansdowne Station,132038673,Yong,Dufferin Grove,43.6556,-79.44221,Private room,30,28,3,0.48,8.5,95,3,0.140966667
49607623,Large 2Bed/2Bath walk2 CNTower/Rogers/MTCC (fit 6),79920634,Martha,Waterfront Communities-The Island,43.63879,-79.39716,Entire home/apt,165,3,30,2.47,7,51,7.5,0.719940909
49608929,Gorgeous Lakeside Suite with Stunning Sunset View,43385063,Olivia,Niagara,43.63753,-79.40483,Entire home/apt,117,5,20,1.99,8.5,47,7.5,0.77473
49611549,"♥❣CHARMING, CLEAN Studio Suite | Flexible Chk-in",202432707,Dan,Eglinton East,43.73724,-79.24321,Entire home/apt,45,29,1,0.14,8.5,59,1,0.9717
49613754,"Million $$ Everlasting Pano-Views Of Lake, CnTower",109180103,Ge,Waterfront Communities-The Island,43.64272,-79.38319,Private room,180,1,63.5,2.47,8.5,104,7.5,0.802173134
49614695,Jupiter. Private Room in Downtown Near Subway.,229604551,Stanislav,North St.James Town,43.66974,-79.37246,Private room,66,1,63.5,2.47,3,31,7.5,0.678418462
49727774,Spacious family home~steps to Trinity Bellwoods,846505,Julie,Trinity-Bellwoods,43.65313,-79.4144,Entire home/apt,264,5,8,1.21,8.5,207,7.5,0.8300125
49646995,284Cozy bachelor in Little-Italy,354779562,Kaiyan,Trinity-Bellwoods,43.65395,-79.40815,Private room,60,28,1,0.11,8.5,1,1,0.8689
49649892,"Spacious 1 BR Suite, Sleeps 4 - CN Tower/MTCC",296878391,Dee,Waterfront Communities-The Island,43.643368,-79.39212,Entire home/apt,108,28,5,0.52,1,41,5,0.60455
49652968,Roncessvalles getaway,38469408,Andrew,Roncesvalles,43.64657,-79.44878,Entire home/apt,70,28,2,0.22,1,0,2,0.72615
49654361,NEW LISTING! 3 Bedroom Executive WATERFRONT House,392400946,Rory,New Toronto,43.594479,-79.50692,Entire home/apt,295,4,10,1.32,2,65,7.5,0.898577778
49658972,Cozy 1BR in prime Yonge/Bloor w FREE Parking,178803614,Xiao Yan,Church-Yonge Corridor,43.6705,-79.38328,Entire home/apt,149,2,34,2.47,1,93,7.5,0.852403125
49659184,1BR/1BA Victorian Home | Fast WIFI  | Cabbagetown,384388186,Lily And Alec,Moss Park,43.661304,-79.3713,Entire home/apt,79,28,2,0.52,6,30,2,0.7555
49671263,Townhouse east side - downtown Toronto,18264272,Chrissy,Moss Park,43.65493,-79.35872,Entire home/apt,150,28,1,0.13,1,271,1,0.9424
49671867,Sanitized Luxury Condo in Prestigious Yorkville_10,342779731,Suzan,Bay Street Corridor,43.66878,-79.39369,Entire home/apt,103,28,2,0.61,3,249,2,0.93745
49686090,Spacious 1 Bedroom Plus Den Home Office,385087830,Vicky,Regent Park,43.66038,-79.36048,Entire home/apt,90,60,1,0.14,8.5,190,1,0.9523
49690754,"1 Br unit, PARKING available, WALK to Subway",266159976,Pardis,Mount Pleasant East,43.71211,-79.38928,Entire home/apt,70,28,3,0.66,8.5,149,3,0.8074
49691038,Lake front Apartment,29912455,Marina,Mimico (includes Humber Bay Shores),43.62488,-79.48,Entire home/apt,69,28,1,1,2,0,1,0.6908
49693569,🔆Private room with Balcony & TV in Downtown🔆,241976863,Nicoll,Regent Park,43.65832,-79.35737,Private room,131,1,49,2.47,3,252,7.5,0.733086
49704019,Modern Downtown Condo in Upscale Hotel Residency,74218902,Jaymee,Waterfront Communities-The Island,43.6444,-79.39193,Entire home/apt,90,28,3,0.36,1,30,3,0.945
49704456,2-BDRM SUITE * PRIME LOCATION * SUNNYLEA CHARM,398811236,Jerome & Vi,Stonegate-Queensway,43.64319,-79.50884,Entire home/apt,91,1,50,2.47,1,48,7.5,0.842801961
49715159,☀Bright and Cozy 1BR apartment + Work from home!!☀,276561726,Matt & Ana,Moss Park,43.658386,-79.368195,Entire home/apt,94,28,3,0.34,7,42,3,0.790533333
49616717,"Modern, freshly reno'd, queen bed and full kitchen",35139871,Liz,Annex,43.67215,-79.41623,Entire home/apt,115,4,26,2.47,2,121,7.5,0.90355
49628069,"Nice & clean 1 bedroom walk to subway
North york",12999174,Sara,Willowdale East,43.76456,-79.40976,Entire home/apt,150,64,2,0.24,6,341,2,0.6608
49628607,☆Executive Apartment | King Bed + Parking | Views☆,79081344,Peter,Waterfront Communities-The Island,43.64524,-79.38828,Entire home/apt,242,2,55,2.47,2,43,7.5,0.821226415
49629767,Great cozy place great location,306971321,Frank,Trinity-Bellwoods,43.65232,-79.40626,Entire home/apt,90,1,50,2.47,1,34,7.5,0.68562
49629849,Private: Bright & Cozy w Patio and 12ft Ceilings,291183550,Kevin&Annie,Niagara,43.64338,-79.41106,Entire home/apt,135,1,34,2.47,5,44,7.5,0.848532353
49629964,Junction Attic Guest Suite,324381826,Jessica,Weston-Pellam Park,43.669193,-79.45871,Entire home/apt,111,3,19,2.47,2,339,7.5,0.8944
49631611,Condo Near Toronto - 26th floor view,251671663,Naveed,Etobicoke West Mall,43.64169,-79.5634,Entire home/apt,137,1,63.5,2.47,1,337,7.5,0.765144048
49638624,Adelaide West Gem - Downtown Toronto,270295634,Bas,Waterfront Communities-The Island,43.64662,-79.39378,Entire home/apt,110,28,2,0.31,1,237,2,0.9156
49638676,Affordable room near Don Mills subway Toronto   U2,2191016,Art,Pleasant View,43.77952,-79.32812,Private room,25,1,3,0.34,8.5,323,3,0.89515
50103244,"Room with double bed, free parking on premises",337111516,Kimiko,Kensington-Chinatown,43.658371,-79.394768,Private room,71,1,63.5,2.47,3,89,7.5,0.804903947
50103471,King Bed ⟣ GYM ⟣ Work From Home Dream! ⟣FAST WIFI,256444724,Sofia,Niagara,43.642101,-79.402382,Entire home/apt,319,2,11,1.15,7,28,7.5,0.861927273
50104198,"View of Lake Ontario, CN Tower, Lakeshore central",350604772,Susan,Mimico (includes Humber Bay Shores),43.62291,-79.48164,Entire home/apt,150,2,2,2,1,76,2,0.88835
50110530,100m to Subway! Bright Spacious 3Br Danforth Home,182839158,Roya,Danforth,43.68739,-79.31549,Entire home/apt,303,2,29,2.47,1,74,7.5,0.757527586
50112052,Comfy Downtown Suite by a Park,404229016,Tony,Dovercourt-Wallace Emerson-Junction,43.66347,-79.43208,Entire home/apt,89,28,17,1.78,1,149,7.5,0.869194118
50115109,Spacious and Bright One Bedroom,404357366,Charles,Englemount-Lawrence,43.72669,-79.43804,Entire home/apt,319,3,12,1.45,2,90,7.5,0.857869231
50115850,Easy Breezy Beaches Hideaway,106299053,Allana,Greenwood-Coxwell,43.66918,-79.31994,Entire home/apt,140,1,4,0.71,1,125,4,0.723475
50117741,Spectacular Stylish 2BR Luxury Suite - Must See!,404388059,Warren,Yonge-St.Clair,43.68421,-79.39556,Entire home/apt,143,28,2,0.27,1,79,2,0.9417
50118275,"⭐️1BR+BALCONY NEXT TO SCOTIABANK ARENA, UNION STN",31801071,Selena,Waterfront Communities-The Island,43.642872,-79.380676,Entire home/apt,146,3,30,2.47,1,45,7.5,0.873764516
50119083,Flower House “ East York 2 story home” 3 Bedrooms,12999174,Sara,O'Connor-Parkview,43.71515,-79.29994,Entire home/apt,200,28,3,0.45,6,268,3,0.705433333
50121227,Luxury Two Bedroom Downtown Toronto,344170105,Jay,Niagara,43.63854217,-79.41309859,Entire home/apt,253,1,1,1,1,347,1,0.9312
50121755,Most gorgeous views in luxury unit.,365813122,Anita,Waterfront Communities-The Island,43.64063,-79.39899,Private room,224,1,2,0.24,8.5,349,2,0.8348
50122186,Spend a Little Time in the Beaches 🏖,28299455,Deanne,The Beaches,43.6708,-79.29413,Entire home/apt,155,1,5,0.68,5,341,5,0.66486
50130588,Modern Downtown Condo - Parking & CN Tower View,381150314,Lisa,Waterfront Communities-The Island,43.64353,-79.38799,Entire home/apt,154,3,29,2.47,1,147,7.5,0.839662963
50137536,"Garden, close to lake, 3 bed, 1st/2nd floor House",3229206,Helen,New Toronto,43.60366,-79.50215,Entire home/apt,275,7,3,0.43,2,75,3,0.839133333
50137699,Cozy studio in DT w/parking 202/2,404589983,Nataliya,Annex,43.67394,-79.40126,Entire home/apt,75,1,6,1.82,7,64,6,0.85325
50146826,Cozy studio in DT w/parking 202,404589983,Nataliya,Annex,43.6734,-79.40246,Entire home/apt,75,1,34,2.47,7,64,7.5,0.7149125
50147531,TORONTO SKYLINE VIEW CONDO LIBERTY VILLAGE,7099203,Sam,Niagara,43.64076,-79.41425,Private room,80,2,6,1.64,1,232,6,0.95008
50147779,197-1 Little Italy  masterroom,354779562,Kaiyan,Trinity-Bellwoods,43.6523,-79.40928,Private room,65,1,12,1.49,8.5,45,7.5,0.76485
50150693,The Castle Terrace,15531498,Avery,Casa Loma,43.67726,-79.4128,Entire home/apt,130,3,8,1.17,1,297,7.5,0.8660375
50155241,Studio Basement w/ Bathroom and Kitchenette,271068805,Katy,East End-Danforth,43.68623,-79.31191,Entire home/apt,45,28,4,0.75,6,288,4,0.700133333
50168142,197-2 Little Italy masterroom,354779562,Kaiyan,Trinity-Bellwoods,43.65229,-79.40805,Private room,60,1,17,2.47,8.5,30,7.5,0.7274125
50173210,Toronto Beach Staycation-Waterfront Steps Away,28299455,Deanne,The Beaches,43.67079,-79.29338,Entire home/apt,155,28,1,0.16,5,341,1,0.9892
50193419,1 Plus Den Fully Furnished Luxurious Condo,398828601,Sunny,Agincourt South-Malvern West,43.77971,-79.282,Entire home/apt,130,28,4,0.51,2,303,4,0.792866667
50194219,"Lovely 1BR with Balcony CN Tower View - MTCC, Jays",404741272,Josie,Waterfront Communities-The Island,43.64367,-79.38804,Entire home/apt,180,28,4,0.47,1,0,4,0.87655
50194529,Wychwood Sanctuary,3040197,Ashley Holly,Wychwood,43.68064,-79.42201,Entire home/apt,70,5,12,1.59,1,190,7.5,0.792966667
50196762,★Lakeview Condo Near Downtown (6 adults + 2 kids)★,201638397,Gagan,Mimico (includes Humber Bay Shores),43.623783,-79.479744,Entire home/apt,271,3,29,2.47,1,259,7.5,0.853586207
50199720,Detached!! Downtn Coach House 2 Bdrms 2 Baths/Yard,342457783,Sophie,Palmerston-Little Italy,43.66077,-79.41,Entire home/apt,319,28,1,0.23,8.5,90,1,-0.4549
50199929,Detached Coach HOUSE 2 stories 2 bdrms 2 baths!,384337721,Sophie U,Palmerston-Little Italy,43.65903,-79.40898,Entire home/apt,126,28,1,0.38,8.5,32,1,0.9919
49735257,Quiet Studio in the Heart of the City,48036510,Mario,Annex,43.66735,-79.40217,Entire home/apt,79,28,1,0.13,1,8,1,0.9606
49736105,★ Executive Suite ★ 2 Bed + free parking on King W,70018720,Nicole,Niagara,43.64424,-79.40496,Entire home/apt,165,28,3,0.35,1,0,3,0.933566667
49736649,Private Room Eglinton West Subway Parking avalable,266159976,Pardis,Oakwood Village,43.69648,-79.43714,Private room,42,29,2,0.44,8.5,166,2,0.775
49753797,Character House with Backyard Oasis,53563260,Steph,Trinity-Bellwoods,43.65351,-79.4246,Entire home/apt,260,4,9,1.05,1,0,7.5,0.933266667
49768264,Prime 3B/2Bath @Bloor-Yonge walk2 ROM,123780477,Ding Yuan,Church-Yonge Corridor,43.670235,-79.384346,Entire home/apt,197,3,12,1.52,1,75,7.5,0.82645
49771943,Lovely Etobicoke Cozy 1Bdr in shared  basement apt,45141945,Samira,Islington-City Centre West,43.64386,-79.54303,Private room,40,3,3,0.42,3,188,3,0.9295
49773419,Home away from home! Best location in Toronto area,57971242,Benjamin,Etobicoke West Mall,43.64205,-79.56433,Entire home/apt,99,3,14,1.97,1,356,7.5,0.683328571
49774637,Modern Luxury Bright and Sunny downtown Studio,247017110,Rajat,Waterfront Communities-The Island,43.6427,-79.38122,Entire home/apt,120,28,3,0.42,3,62,3,0.923866667
49775351,Luxury Home in a Quiet Toronto Neighbourhood,263602428,Lidia,Wexford/Maryvale,43.73759,-79.3059,Entire home/apt,189,4,11,1.5,1,348,7.5,0.770133333
49791536,Luxury Boutique Condo in Trendy Trinity Bellwoods,43385063,Olivia,Trinity-Bellwoods,43.64867,-79.42265,Entire home/apt,80,28,1,0.23,8.5,30,1,0.9753
49800257,Studio apartment with large private patio,2548621,Jaimy,Cabbagetown-South St.James Town,43.66542,-79.37711,Entire home/apt,220,2,12,1.69,1,137,7.5,0.827975
49801805,Comfy Apt in a multiplex w/Work from home set up!!,269243315,Alec And Lily,Moss Park,43.658386,-79.368195,Entire home/apt,99,28,4,0.42,8.5,13,4,0.8953
49802449,Beautiful 1BR / 1BA unit + Work from home set up!!,276561726,Matt & Ana,Moss Park,43.65929,-79.36868,Entire home/apt,99,28,4,0.47,7,41,4,0.89632
49833689,Boutique Bachelor Near Toronto Waterfront,11584999,Patrick,Waterfront Communities-The Island,43.63978,-79.3963,Entire home/apt,75,28,3,0.37,2,0,3,0.862533333
49845719,Modern Bright 1Br+Den Downton Unit,10202618,Simply Comfort,Niagara,43.63795,-79.4042,Entire home/apt,319,1,2,0.22,8.5,291,2,0.26635
49849237,Trendy BRAND NEW Studio Space (Midtown Toronto),186649291,Matthew,Briar Hill-Belgravia,43.69721,-79.4582,Entire home/apt,94,1,39,2.47,1,88,7.5,0.880186486
49854545,1-BR Condo with Breathtaking Downtown Toronto View,126522374,Alicia,Bay Street Corridor,43.65418,-79.38015,Entire home/apt,116,2,17,2,1,99,7.5,0.801828571
49858020,New condo Stunning Lake View & CN Tower,91382108,Shawn,Waterfront Communities-The Island,43.64366,-79.36903,Entire home/apt,116,45,3,0.36,3,113,3,0.945933333
49859418,Charming Bungalow in quiet neighbourhood,77336854,Sanam,Long Branch,43.59363,-79.52676,Entire home/apt,220,2,2,0.27,3,364,2,-0.0377
49875368,Downtown Toronto Condo Steps from Subway and CNtwr,311252500,Zhane,Waterfront Communities-The Island,43.64811,-79.39339,Entire home/apt,249,5,31,2.47,3,273,7.5,0.75555
49880934,>>>Live It Up! in Lovely Leslieville/Beaches🏖 Area,28299455,Deanne,South Riverdale,43.66477,-79.32901,Entire home/apt,145,28,2,0.31,5,174,2,0.8883
49887305,Brand new apartment with Steam Sauna,77771005,Max,Dovercourt-Wallace Emerson-Junction,43.66702,-79.45807,Entire home/apt,179,2,15,1.72,1,79,7.5,0.840286667
49887999,Homewood Queen Bed Room C06,213612,Shiro,Cabbagetown-South St.James Town,43.66584,-79.37395,Private room,85,28,1,1,8.5,211,1,0.7845
49901110,Magnificent 1BR Condo Facing CN Tower,135718015,Ayk,Waterfront Communities-The Island,43.64436,-79.39055,Entire home/apt,228,7,7,0.74,8.5,160,7,0.67035
49902973,HIGH FLOOR Bay St Condo LARGE Balcony FREE PARKING,262595111,Carolyn,Bay Street Corridor,43.65978,-79.3846,Entire home/apt,319,28,3,0.53,8.5,34,3,0.8882
49904396,ChicPlace Adjacent CNTower/Rogers/Aquarium (fit 5),63880664,Sugito,Waterfront Communities-The Island,43.6409,-79.39616,Entire home/apt,153,2,49,2.47,8.5,32,7.5,0.843806522
49907810,WORK REMOTELY W/ FREE PARKING + FAST INTERNET,194366518,Tyler,Waterfront Communities-The Island,43.64108,-79.39616,Entire home/apt,118,1,57,2.47,4,42,7.5,0.684683636
49907936,Across from the CN Tower MTCC and Rogers Centre!!,194366518,Tyler,Waterfront Communities-The Island,43.64229,-79.38701,Entire home/apt,126,1,56,2.47,4,30,7.5,0.798448148
49908117,Breathtaking Views Mins From Entertainment Dist.,194366518,Tyler,Waterfront Communities-The Island,43.64676,-79.3922,Entire home/apt,126,1,54,2.47,4,32,7.5,0.746919608
49908441,Master Rm Downtown Toronto. Described Neighborhood,44446646,Jessie,South Riverdale,43.67152,-79.33142,Private room,68,5,2,0.36,4,364,2,0.7819
49909485,"Bird's Eye View w/ 100% walk score CN Tower, MTCC",329270282,Anthony,Waterfront Communities-The Island,43.64637,-79.39183,Entire home/apt,133,1,38,2.47,4,41,7.5,0.678083333
49909571,Cute Downtown Unit In Heart Of Toronto,329270282,Anthony,Waterfront Communities-The Island,43.64696,-79.39384,Entire home/apt,126,1,55,2.47,4,45,7.5,0.785110417
49909700,FREE PARKING + CITY VIEWS + WALK TO CN TOWER,329270282,Anthony,Waterfront Communities-The Island,43.63929,-79.39639,Entire home/apt,118,1,63.5,2.47,4,43,7.5,0.689206757
49910214,Z. 2BDRM Across from the CN Tower/MTCC/Rogers Cent,289941668,David & Teagan,Waterfront Communities-The Island,43.64473,-79.38824,Private room,319,1,9,0.88,5,0,7.5,0.74835
49910312,Chic Condo in Yorkville,21653087,Bruce,Church-Yonge Corridor,43.67049,-79.38509,Entire home/apt,240,5,5,0.57,1,74,5,0.622366667
49910396,Historic Best Unobstructed Views w/ FREE PARKING,289941668,David & Teagan,Waterfront Communities-The Island,43.64522,-79.38885,Entire home/apt,160,1,63,2.47,5,30,7.5,0.733342105
49910706,*Furnished Condo w/Balcony Very Close To CN Tower!,121361612,Shawn,Waterfront Communities-The Island,43.6464,-79.39225,Entire home/apt,154,1,54,2.47,4,135,7.5,0.755056604
49915383,2BR / 1BA unit | Wychwood park | Family Friendly!!,327764130,Jeremy And Lily,Wychwood,43.679974,-79.434898,Entire home/apt,111,1,32,2.47,6,146,7.5,0.65531
49920505,Cozy Convenient 2 BR with Parking Near Transit,32768681,Xiaolin,Parkwoods-Donalda,43.75847,-79.31807,Entire home/apt,93,2,41,2.47,3,100,7.5,0.801275
49927229,Spacious 1BDR Near Trinity Bellwoods,24297624,Shannon,Niagara,43.64517,-79.40658,Entire home/apt,220,3,10,1.1,1,19,7.5,0.92511
49931005,High rise condo with stunning view!,173548762,Brandon,Waterfront Communities-The Island,43.64152,-79.39682,Entire home/apt,155,1,63.5,2.47,3,70,7.5,0.794301075
